1	2	3	4	5	6	7
AL390719.3	0	0.00123338878103407	0.00124058381898536	0	0	0.00209596634125552	0.00172299251932483
AL390719.2	0	0	0	0	0	0.00148454144847161	0
TTLL10-AS1	0	0	0	0	0	0	0
TTLL10	0	0.00541630259527401	0.000990905550680279	0	0.000747863985839829	0.0410226700947204	0.00510591677297362
TNFRSF18	0	0.00126610254712506	0	0	0	0.00205615038413035	0.00138945338479367
TNFRSF4	0	0.000668611459367112	0	0	0.00142788302370769	0.000952635060421922	0
SDF4	0.51040472692299	0.433358499862636	0.476652538324988	0.589974137628608	0.43760126157879	0.63654390705734	0.501375669422027
B3GALT6	0.0977305252489818	0.391075613562849	0.453770270213166	0.363255784252205	0.209725530377961	0.295255109370196	0.299277849375663
C1QTNF12	0.129176735311298	0.0363627614698075	0.0306973065680871	0.0804973174657806	0.0553613051465098	0.0499875285332054	0.0203495851440077
AL162741.1	0.22944359668264	0.00282025927791009	0.00279238209053766	0.00250995138725681	0.00431592375306706	0.00415714913770736	0.00164160927318184
UBE2J2	0.307817244342333	0.566648712176995	0.534924347091532	0.557811529606993	0.445800504200236	0.580582740469124	0.520302764222157
LINC01786	0.0363998154651467	0.00464162197058839	0.00268499946514982	0	0.00449484651050299	0.00370632255647892	0.00286515662877346
SCNN1D	0.0652491806169025	0.0091606461979758	0.00519788463960625	0.0137041801265613	0.0175869451397462	0.0160105328154186	0.0160047125945574
ACAP3	1.45491618022968	0.412388416365904	0.447823646188922	0.185424216323514	0.132834280157613	0.115349136779464	0.191746572632747
PUSL1	0.0390001798052076	0.166613426948401	0.161152766909611	0.16825610963775	0.204102875083203	0.149926283303465	0.228819961170832
INTS11	0.709575507996711	0.466801567676102	0.501940978620063	0.408592059881376	0.504473365489374	0.502096442389701	0.507670025754927
AL139287.1	0	0	0	0	0	0	0
CPTP	0.130880887724616	0.178180322462462	0.147243724260759	0.172587610771669	0.0988943839892899	0.175920053997742	0.123142087961925
TAS1R3	0	0.0105171273171552	0.00524940749377199	0.0184897256977005	0.00471074439193783	0.00693971259382589	0.00695556463458178
DVL1	0.0611167614285429	0.219831159473373	0.203721591294078	0.171898865320065	0.199074107061813	0.171967094774899	0.184492332246055
MXRA8	0.0189599985707623	0.0168414494980104	0.0157105901572802	0.115451175921133	0.0185818338174192	0.136027656657393	0.0207547513829596
AURKAIP1	0.405798541029682	0.934913135323392	0.889981732714787	0.894653350546615	0.907386111193575	0.915397287306439	1.00594302835698
CCNL2	1.42386646953752	0.534939332441825	0.530116080112258	0.452072955094431	0.466847126544201	0.459740972809097	0.476782769640629
MRPL20-AS1	0.0257068366012841	0.138317091109789	0.134962965728038	0.133879170400056	0.103657046207182	0.131651784170418	0.0888827103216022
MRPL20	0.594275032937887	0.898955428741323	0.90306560690726	0.815727671135839	0.789091253666664	0.865669790434814	0.775144580133922
AL391244.2	0.0467510274742981	0.00569633406466605	0.00982184205164793	0.0107905103589597	0.00426011286423978	0.00519126431379925	0.00909107747313157
ANKRD65	0	0.0175002648316059	0.00384278763504775	0	0.0186761565843518	0.0258781488523476	0.00382933834321415
LINC01770	0	0.001120112966926	0	0	0.00229526990760618	0	0.00241383456153123
VWA1	0.0513043027675991	0.0804968945675575	0.0601306542550125	0.208002216172456	0.150682455061849	0.145229089892763	0.115854510923877
ATAD3C	0.16366692334552	0.0128177223753634	0.0221259076158806	0.0261780045326316	0.0216544793277949	0.0182629552303166	0.00726035504354216
ATAD3B	0.608610516424947	0.0765349000403294	0.105689037367201	0.113989391846045	0.103623651700663	0.0982452674891209	0.0828579659742593
ATAD3A	0.240924752205499	0.15378674663669	0.103711212725594	0.149297999374277	0.238162542172443	0.182454816445831	0.246538510624203
TMEM240	0.282076621677162	0.364478350390142	0.302178570853563	0.154134750345371	0.172716523696565	0.182099828735182	0.172508765723064
SSU72	0.702689732180575	0.99358230475524	0.948483286327571	0.897364856935239	0.847250192791889	0.960939278765452	0.871462805499664
AL645728.1	0.0611473980928244	0.0652133937045742	0.0570782259319651	0.0667522152247522	0.110448145058367	0.0488778629482125	0.0660867544551682
FNDC10	0.1424050772818	0.136124474797784	0.192754610166293	0.105851939173615	0.150002666721732	0.175720848021766	0.132618192789835
AL691432.4	0	0.00662787819276235	0.0108949225559963	0	0.00394269417902479	0.00612405887656855	0.000699411068462642
AL691432.2	0.0236657659952752	0.282032058388314	0.317276029056437	0.239344945157637	0.212060333386036	0.23768352189256	0.194525247997375
MIB2	0.619147807796486	0.248893525176587	0.203405556039012	0.192749494720082	0.272283345584583	0.288145953758214	0.217162731267906
MMP23B	0.0185806772083877	0.0155935754615427	0.00973809195529975	0.0395981918034773	0.0461508165628064	0.130272696342799	0.0391017677204883
CDK11B	0.240204324263496	0.372136925247527	0.337010357440125	0.259630259724281	0.267908068959496	0.25794440517819	0.351114043496212
FO704657.1	0	0.0105468630107886	0.0083118371445176	0	0.0020815869086483	0.00598344448668969	0.00644699184658265
SLC35E2B	0.630319212952182	0.365949413256704	0.393124626798121	0.326862855716732	0.204664346795571	0.226017133798456	0.236597373770013
CDK11A	0.568997669413382	0.268755030379089	0.246381125138471	0.232390599732039	0.148527797585922	0.217728893455638	0.221636957270614
SLC35E2A	0.285159999003223	0.239897817739561	0.263243946812051	0.0855677754777214	0.0755299625034	0.0955973270792052	0.0714998985784585
NADK	0.272592311952983	0.149479474838471	0.176680687568263	0.19082649326021	0.202953642401227	0.188064758975412	0.172543920898813
GNB1	0.727806450652453	1.35860105861658	1.41376640604578	1.04815934021672	0.85906055882534	0.926354098597864	1.09887813823502
AL109917.1	0	0.0147514078881942	0.00751377756547753	0.0111765243510567	0.000970945274917328	0.00926985871640096	0.00258228373582134
CALML6	0	0	0	0	0	0	0.000464217411373523
TMEM52	0.0503600656431395	0.0436393515657258	0.0328024539717773	0.0444113043193165	0.0438139026846837	0.0229220647231067	0.027920889230339
CFAP74	0	0.00327366709946587	0	0.00981664478029436	0.0143700780145484	0.038724030072246	0.0147145990817414
AL391845.2	0	0	0	0	0	0.00293621385122317	0
GABRD	0	0.0249019710546217	0.00825286255436117	0.0124752390655587	0.00178146977001508	0.00643132715108631	0.00964554290099467
AL391845.1	0	0	0.000998360874340815	0	0.00119107754178564	0.000565400832224724	0
PRKCZ	0.173395361993851	0.290041067594656	0.259732345155713	0.109333917698198	0.0810199190280009	0.21223548511427	0.12278586920815
AL590822.2	0	0.00566191948755517	0.00211159727245335	0	0.003521191072013	0.00205460273479874	0.00278981460080127
PRKCZ-AS1	0.0890449744881771	0.0237511856523432	0.00967936252268948	0.0035686418112223	0.00940544069148184	0.020232572158574	0.0152857242732501
FAAP20	0.584373222954625	0.67944704586578	0.642132106446956	0.558221260304935	0.69808732425589	0.765335670084896	0.721180026256917
AL590822.1	0	0	0	0	0.000575594443769215	0	0
SKI	0.369269002481442	0.180157413884183	0.200282409785103	0.188357894266641	0.186329872876917	0.235703848846961	0.232873585255204
AL590822.3	0	0.00983611915144195	0.00877881910270161	0.0128284634581339	0.00861079351378117	0.0205030326508671	0.00874636179845462
MORN1	0.109436464691398	0.0472498417911662	0.0542437882720583	0.105712468258987	0.0829924186446898	0.0952604264276746	0.0561638364076751
AL589739.1	0	0	0	0	0	0	0
AL513477.2	0	0.0214322133300442	0.0195367069796712	0.0335074793857087	0.00721871552256562	0.0165558829909236	0.0199147843659234
RER1	0.458624370256984	0.444162882885959	0.444520223689494	0.501798058673017	0.470285437328254	0.556656542262573	0.551469063765313
PEX10	0.0523093157261199	0.169152397454927	0.18881812354592	0.239430914143133	0.26886932425173	0.341837268019025	0.267055550536184
PLCH2	0.165942539162785	0.0829885979429882	0.0571903885704339	0.0266750863284131	0.0204978468524151	0.0443087892626201	0.00779530630885228
AL139246.1	0.0503600656431395	0.000627456751586549	0	0	0	0	0.000749717728918874
PANK4	0.185083386896663	0.156850672369347	0.161586591583433	0.180700143241784	0.118250327995694	0.11336028128518	0.112581280469974
HES5	0.520051790067208	0.142002149575996	0.100272660268999	1.27149501416381	1.0134899499198	1.58611329996285	1.42452189082642
AL139246.5	0.0639777851971458	0.023327678745311	0.0439356670652776	0.912985336968157	0.207992437549489	0.258330456136443	0.211894339432713
TNFRSF14-AS1	0	0	0	0	0	0.00159774278496061	0
TNFRSF14	0	0.00123495421272784	0.00219878952536774	0.00544977797838339	0.00220365926156974	0.00442149609989944	0.00474609669808084
AL139246.3	0	0	0	0	0	0	0
PRXL2B	0.137801174544034	0.176284222848901	0.191743121704009	0.196224339361712	0.222657740652888	0.224685061014891	0.202707007036005
MMEL1	0	0.00441210759196481	0.00536709876567454	0	0.00317260997918292	0.00189350172930061	0.000783677235321073
AL831784.1	0	0.00494693844933127	0.00451588493763682	0	0.00908595886116296	0.00874547328497197	0.00236324273287418
TTC34	0	0.00504965274509936	0.00120696811745541	0.0093099186493236	0.00399753608336186	0.00853537653703184	0.00330786351989405
ACTRT2	0	0	0	0	0	0	0.000615026216427263
PRDM16-DT	0.0531492788083706	0.00383182135923873	0.00374160931796812	0.0143334832919917	0.106595180379439	0.231716702860712	0.0888253095264165
PRDM16	0.373178751389532	0.0125173434205105	0.00862098742024967	0.0311980637568077	0.263195150061568	0.312836125118511	0.164882626544563
AL590438.1	0	0	0	0	0	0	0
AL354743.1	0	0	0	0	0	0	0.00144335901831587
ARHGEF16	0.0830166059983526	0.00403136026914878	0.0187510373904134	0.0323757729489181	0.019017274008219	0.015983251315132	0.0112160859469702
AL512413.1	0	0	0.00128433114606482	0	0	0.000450054734251278	0
MEGF6	0.39151301612042	0.0430960785543411	0.0495434027064609	0.0761824387967487	0.0758859743481994	0.12235959185141	0.094638595406429
AL513320.1	0	0.00161041813700605	0.00519778611883469	0.00486221705037801	0.00831683437383821	0.00329599643031618	0.000724073145641603
TPRG1L	0.249489304831594	0.237541534969614	0.237701879802148	0.186137245393924	0.123631345429787	0.166019705159958	0.106468675842653
WRAP73	0.290283893075244	0.249279161400512	0.184298113640482	0.266288158034619	0.22275904781283	0.230875107569138	0.237456838948256
TP73	0.0635798778098278	0.164516156929024	0.00228880870661008	0.0068944346351534	0.00334360104036118	0.00770001132124942	0.0162204065236267
CCDC27	0	0	0	0	0	0.00137204000468973	0
SMIM1	0.0826172072718423	0.019603086998077	0.0173845529317428	0.0193032495648912	0.039535493207449	0.0977341268616526	0.0382486345360824
LRRC47	0.198507606729195	0.401413617128744	0.392201800988044	0.43292444469863	0.361093045805281	0.378980205154788	0.334234184966588
AL365330.1	0	0	0	0	0.0021382619240739	0.00322993199252308	0.00115227086133628
CEP104	0.689684576748507	0.225318416399084	0.179457297780574	0.108645792323989	0.143597247241754	0.160535537269302	0.0876490240163124
DFFB	0.14475715255212	0.0604073197316045	0.0566773223610269	0.0410072887782561	0.0634550536805203	0.0437127135145281	0.0383387478130991
C1orf174	0.273946674443705	0.266052434170772	0.222473050730456	0.316998627128286	0.284393109754436	0.295794673705091	0.337356300138608
LINC01134	0	0.00129208029166882	0.000697302395505049	0	0	0.00191220249102606	0.00228017376420265
LINC01346	0	0.000353068949559318	0	0	0	0	0
AL805961.1	0	0	0	0	0.00141882957895446	0	0
Z98886.1	0	0	0	0	0	0	0
NPHP4	0.145698285674196	0.0492472122534875	0.0326382143738483	0.0710967537838228	0.0346036383904974	0.0528754356523928	0.0551851255772438
KCNAB2	0.190927732947822	0.0811401347638858	0.0670900855793439	0.0376102077711619	0.0529907243971781	0.0437333841673456	0.0276481558979765
CHD5	0.257337634319701	0.299393674514433	0.169479354708416	0.00961792795553881	0.00347088438257263	0.0145362659640347	0.0120000023826715
RPL22	1.17528294215833	2.21663087030786	2.14804013703191	2.66241894601298	3.05677308674988	2.72339533705661	2.60331889181161
AL031847.1	0	0.00472573343008997	0.0042154221759453	0	0.00161501511135507	0.00588810521071622	0.00203838869606108
RNF207	0	0.00897387881045176	0.0138951469237075	0	0.0119734325924261	0.00864685073492847	0.0065992058764625
ICMT	0.0483136983560901	0.121017455878142	0.129713722540115	0.0998987503943801	0.127049168521215	0.149874038103586	0.203696110722014
LINC00337	0	0.00370887847598629	0.00322145051790831	0	0.00328544883374827	0	0.000811126624668121
GPR153	0.222680816456238	0.323133951306778	0.261022636201799	0.100856382397999	0.0615036033261136	0.0811975828844984	0.0516580520742175
ACOT7	0.167177147131019	0.787463181107114	0.799942935811755	0.27079837918283	0.268713892737034	0.20190173548869	0.440041340436079
AL031848.2	0	0.0152752319971062	0.0111783889422012	0	0.0064565343667746	0.00921500390451345	0.00682681479552814
HES2	0	0.00409224308214379	0.0010547426050756	0.0102265107333829	0.00167572354926319	0.00035109056109604	0.00133276239758239
ESPN	0	0.0082155457713204	0.000508061602015917	0.0484308660049913	0.0759986263065014	0.0164520604296726	0.00796163472952856
TNFRSF25	0.634267882533826	0.0843130788538729	0.0646708716329191	0.0604609512260322	0.0645273598943026	0.0948711533317959	0.056241853989018
PLEKHG5	0.368325817858998	0.0638519418393233	0.0776050135358842	0.0520892177896431	0.0415863874174834	0.0619335699716298	0.0254088315693339
NOL9	0.396361222792553	0.22955842205127	0.22757647818659	0.202956891511303	0.222188906254708	0.199519975569898	0.201220083815122
TAS1R1	0	0	0	0	0	0	0
ZBTB48	0.212086835461606	0.15644365772392	0.14155876624845	0.133975862365313	0.120577006332233	0.15446587855173	0.134205433377731
KLHL21	0.0114452820336546	0.0293825850399981	0.0328527445811883	0.0689605287421867	0.0537297786488938	0.0445537200294326	0.0381301111438014
PHF13	0.266981245419427	0.216403819801769	0.214188424852048	0.140103506882775	0.175430749109837	0.190732159093707	0.209796075928046
THAP3	0.11394646707968	0.29411996942784	0.303281029529758	0.323076130453901	0.324652686124069	0.264462909497323	0.300358914971948
DNAJC11	0.497559075167913	0.184820058864855	0.196524403019009	0.165626033110144	0.173631599376854	0.176473929256396	0.166654923885895
CAMTA1-DT	0	0.00164916239552761	0	0.00681637089575193	0	0.000348035226348118	0.00160271299547687
CAMTA1	1.08576244260155	0.933620666558844	0.927684312336818	0.891346545501172	0.751687728337091	0.901407280408434	1.03058434107334
CAMTA1-IT1	0	0.00110392045857423	0.000790754602138325	0	0.0017787463458217	0.00229221414518277	0.000876596799015075
AL359881.3	0	0.00391462260128721	0.00516296130507301	0	0.00182275545313264	0.0069317837195493	0.00667189002123663
AL359881.2	0	0.00156158117933841	0.0034266080679005	0	0.000946900184909011	0.00271716584321375	0.000932507944933753
AL359881.1	0.061547281230982	0.00551355182837973	0.0041964081440091	0.0100960542520146	0.000985358831111372	0.00163796114192964	0.00255135336341055
VAMP3	0.0416273265938139	0.112908709142131	0.144786333505297	0.144739143003442	0.113332496557427	0.147599026041851	0.103303309648916
Z98884.2	0	0.00109743183844839	0	0	0	0.00259567339963786	0
PER3	0.180663107036877	0.0407417168449133	0.0321344411223454	0.0151613037601896	0.0324192608099987	0.043030051992958	0.0547099297586944
Z98884.1	0	0.00054476676613974	0	0	0	0.000913254416135288	0
UTS2	0	0.00444022927226386	0.0238131409843322	0	0	0.000825323887416616	0
TNFRSF9	0	0.000832896136395027	0.0228802109018852	0	0	0.000725947153311977	0
PARK7	0.390838084958805	1.49744974914094	1.46510775263008	1.42013957623037	1.3646341873759	1.38755892120244	1.40652412096396
AL034417.4	0.0185806772083877	0.00629033795973832	0.00692081894781947	0	0.00372332056649389	0.00407240940121811	0.00621942602733168
AL034417.3	0	0.0154039498240635	0.0145193999495196	0	0.020083988464473	0.00575255890740825	0.0143073321366358
ERRFI1	0.107541670390957	0.232707650140841	0.23466310838803	0.144804775707088	0.160094306325525	0.154782627932507	0.131685522459046
AL034417.2	0.0912517266704551	0.00486733964381594	0.00296505108308669	0	0.000593057074690135	0.00281952684886242	0.00108828788900861
LINC01714	0	0	0	0	0	0	0
SLC45A1	0.0292437310382928	0.126935915755986	0.110220952061498	0.024640157140331	0.0246069545784723	0.0539326187305769	0.0338192091218761
RERE	1.40482169353909	0.950357087339182	0.968363252743599	0.630498236245144	0.462035243286771	0.551694532341031	0.536287110363425
RERE-AS1	0	0	0	0	0	0.00149193713856551	0
AL357552.2	0	0.00141295871402741	0	0	0	0.00244293685032482	0.000457782819348777
ENO1	1.37177695608882	2.25878355154792	2.52864137562204	3.30346352334325	2.76757863626059	2.4091456756115	2.54558016298398
ENO1-AS1	0	0.00249433061665811	0.00403322719898321	0.00502046387191708	0.0013350922554097	0.0066941235723408	0.00421879386274189
CA6	0	0	0	0	0	0.000836311766876461	0
SLC2A5	0	0.000417693328117227	0	0	0	0.00110829846568878	0.0039779683617353
GPR157	0	0.00267549673305672	0.00511409652509574	0.0123763652764636	0.0123821082091726	0.017202843187635	0.00994063664422921
MIR34AHG	0.117447343174933	0.0134925719246962	0.0211733190834616	0.145997930779138	0.0503421537000708	0.0294546772941871	0.0333568801004197
LNCTAM34A	0	0.0199686172266279	0.015249998047078	0.0896353407696087	0.0308729877496137	0.0308449236230314	0.0332959580181274
H6PD	0.319381516471231	0.030444043906045	0.0574822162675133	0.0905123511563429	0.0913608850267214	0.0880349779950786	0.0541388192272794
SPSB1	0	0.0428157238552168	0.0329219133938845	0	0.014285754487222	0.0129190837606476	0.0196599530620177
BX323043.1	0	0.00049682455613419	0	0	0.00168107847166358	0.00291995191126355	0.00245400177102526
LINC02606	0	0.0019438442262844	0.0106446845470594	0.021799974333605	0.00412356462697906	0.00583931615006711	0.00816689276558316
SLC25A33	0.0775330700780491	0.372345532841274	0.37015340459638	0.221770685592643	0.280048971253231	0.290628139158206	0.310074208036881
TMEM201	0	0.0795696857717416	0.0803082275912468	0.0325149084318727	0.0445810643823493	0.0555209364262445	0.052771972251768
PIK3CD	0	0.0203255803413952	0.0328191297545956	0.00736227467433086	0.00183418729991029	0.00879382299334531	0.00360746496028837
PIK3CD-AS2	0	0.031663970590621	0.0410348744334337	0.00809903267781752	0.0576099036071697	0.0463819961916059	0.0100005827244884
CLSTN1	0.322869384963775	0.698108077468357	0.627318845027159	0.489940453255412	0.443786670747998	0.569694723550297	0.500688917275731
CTNNBIP1	0	0.221695522029312	0.241507299209975	0.192433435930477	0.269428646968392	0.254689229556323	0.279232439041228
LZIC	0.235692765550009	0.506164651415228	0.484702362175421	0.514456967932831	0.493763816041141	0.526374914728818	0.500989737391803
AL357140.2	0	0.00123226560039941	0.000712862921062526	0	0	0.000709871358532574	0
NMNAT1	0.0915097430520462	0.0446169002354918	0.0693688430320505	0.0771985465612602	0.0766780399379068	0.0993848999385999	0.0649904058360645
RBP7	0	0.0164367527623162	0	0	0.0030527849682373	0.00437433409206429	0
UBE4B	0.447917152348586	0.159608729337928	0.197680942560657	0.231431377322144	0.198355367466936	0.163689272346149	0.207241909872442
KIF1B	1.87021371525691	1.19710422144314	1.36433483503399	1.23794989714396	0.873349220295556	0.856940110688321	0.985857452141395
AL139424.3	0.0124945571151306	0.0662587162636343	0.0622340966529227	0.091856775720318	0.0513131207269592	0.0334203704347835	0.0361216410486407
AL139424.2	0.0798203675194726	0.0540754819217096	0.0609182660359655	0.0483466322722237	0.0420833271278655	0.0228208884060968	0.0409805368405693
PGD	0.430346564007886	0.584571877689854	0.697096806098691	0.665070798773092	0.63660262992508	0.62613525309343	0.636103967010304
AL139424.1	0	0.00313470253245075	0.00150532340788474	0.00779773607177135	0.00319755930459663	0.000690482445403321	0.00316780574598481
CENPS	0	0.101102604316052	0.108282417667153	0.140619816873056	0.0823753425156578	0.108514910314487	0.184866246852418
CORT	0	0.0580315332079903	0.0373095373457092	0.0461555251521348	0.0614386146465474	0.0446439869803432	0.108582712661359
DFFA	0.836953724725663	0.375220553262456	0.361470715343325	0.370263905741812	0.380495253959453	0.412577643672907	0.324136996187921
AL354956.1	0.00688134506418703	0.000881582959880246	0.00061635263089658	0	0.000636660781657743	0.00140100796348575	0
PEX14	0.0302347479682369	0.158039064609947	0.182325174376831	0.150534122554379	0.155871453520089	0.153318769639587	0.142120582619238
AL139423.2	0	0	0	0.00635947963253871	0	0.00079443265800766	0
CASZ1	0.247218557526259	0.0586263120082027	0.0602582479583799	0.188690250313599	0.0887144988586814	0.26117780555381	0.164495170909704
AL139423.1	0	0.000615917576285742	0.00114671994508187	0.0145446418831536	0.000404504895575276	0.00372527862546668	0.00457158503456625
C1orf127	0	0.00125548506456778	0	0	0	0	0
TARDBP	0.78533522147956	0.548341256666471	0.569316096453346	0.612863085506449	0.535416139082272	0.569246365231877	0.686895111425728
MASP2	0	0.00285287738209447	0.00248583097993351	0	0.00199128146633148	0.0018932688214013	0
AL109811.2	0.430984568633873	0.195066481798053	0.163435735615488	0.159786987890214	0.177486254571897	0.237931939710644	0.166420044785319
SRM	0.114290921699045	0.645018560654891	0.630005491213691	0.653158302036133	0.794288140870984	0.539835455023081	0.520046845255047
EXOSC10	0.617982603217681	0.217824438430856	0.236262301352698	0.138867123909014	0.168035469091971	0.181765379828869	0.272975190738246
AL109811.1	0	0.00385685908124935	0.00552763049317705	0.00375198497825414	0.000844324232819074	0.0038737957407221	0.00541056090575864
EXOSC10-AS1	0	0.00150557863846198	0.00160779932625629	0.00792306805879296	0.000869623952903717	0.00210835725925124	0.00385747151332042
MTOR	0.268443448140426	0.163750198884336	0.204601051917887	0.115381454011433	0.115680756717007	0.154188869021298	0.187090370993858
MTOR-AS1	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0.00114589657851742	0
UBIAD1	0.0308542662168459	0.129051364081077	0.142510342444354	0.115357172223106	0.0857103280060465	0.0823073835895973	0.151213430056471
AL031291.1	0	0	0.00432736393769977	0.00560633861776833	0	0	0
DISP3	0.342270009576289	0.0759886164716216	0.0527518581173145	0.0633344643413305	0.0108847032985163	0.0219830808938032	0.0150665329294765
LINC01647	0	0	0	0	0	0.000393735949697848	0
AL031731.1	0	0.00390769904925522	0.00235811022416371	0	0.00137157119726161	0.00464594858544794	0
FBXO2	0.0429243635606019	0.128172768671804	0.0770720786381835	0.0223025947007516	0.023023460898548	0.0738582253813638	0.0116018497396964
FBXO44	0.347639639238908	0.298094926065614	0.275297360784392	0.139159412690904	0.13818702627785	0.184052155656116	0.101974914635159
FBXO6	0	0.0456346087029146	0.0318654955923652	0.00295013747712048	0.0392776743125004	0.1087628127124	0.0429234944685169
MAD2L2	0.289438487684619	0.589857934946352	0.555719620325335	0.539865907668957	0.639533288053357	0.620590592514691	0.878219124030209
DRAXIN	0.0897277151951245	0.445191188524192	0.381098371681169	0.441251528594352	0.174586252957676	0.151248425167753	0.27850451318144
AGTRAP	0.0768642538789932	0.0323373593813132	0.0114924464442029	0.261044325935141	0.246447876346785	0.398900220025714	0.328279732677904
C1orf167	0	0.000252885487971474	0	0.00715400185985301	0	0.00177313076056167	0
MTHFR	0.535042591568171	0.270826781002492	0.269182643275961	0.189670699158782	0.122383012067514	0.188931138122357	0.159202314429863
CLCN6	0.324105817895117	0.147352838905405	0.1594949006637	0.163026679004339	0.162188653265832	0.135081222894199	0.0983859917297705
NPPA	0	0.0772021295393372	0.00300614674473259	0	0	0.00124453154766121	0
NPPB	0	0.00974348349528119	0.000482716350769694	0	0	0	0.000641807269087294
AL021155.5	0.274125996303444	0.0505982716870904	0.098103282880639	0.114891019455015	0.0849879701990238	0.0738676710812707	0.106275033515757
KIAA2013	0.259934985877294	0.327700347581288	0.34045505432588	0.274212389964109	0.198190653092737	0.244055514909232	0.231238885787724
PLOD1	0.166715852987042	0.0760939034567956	0.076237829976602	0.208752326527865	0.125718341217918	0.192587855958114	0.111640018192117
AL096840.2	0	0.00808910152444811	0.0168095232541966	0	0.0017032055164219	0.00047477601434673	0
MFN2	0.191464722864178	0.167338321393789	0.17722119785277	0.168970295903994	0.141348213643373	0.137218442225134	0.135411340422421
MIIP	0.274165748660064	0.345582900304341	0.363880295348395	0.2788498312969	0.295156382498925	0.286834959345897	0.381765296423511
TNFRSF1B	0	0	0	0.00780005112511835	0	0.000586655482283829	0.00063139725886574
VPS13D	0.456363010612123	0.109477182328539	0.135168287064551	0.0906267595397406	0.0810170891753947	0.0987704906088542	0.0898734097072657
DHRS3	0	0.010774136127116	0.00372836558793964	0.0543647404149091	0.0328615072142966	0.0117203303802696	0.0190442742350018
AC254633.1	0	0	0	0.00860236638214243	0	0	0
AADACL4	0	0	0	0	0	0	0
C1orf158	0	0.00277763082603779	0	0	0	0.0518416794609472	0.00519777048784153
PRAMEF1	0	0	0	0	0	0	0
LRRC38	0	0	0.00753501839912622	0	0	0	0
AL354712.1	0	0	0	0	0	0	0
PDPN	0	0.00529680171410869	0.0200979381062675	0.383590857077497	0.0917942024143986	0.0228291656438863	0.150753323762681
PRDM2	0.999204219560858	0.503707965101393	0.525312917672332	0.461496903003688	0.343057114736755	0.350549907245898	0.363318168411441
KAZN	0.53115050033416	0.29937370934675	0.288105564070967	0.154522268963382	0.364085402248323	0.250223961837843	0.169748117774607
AL357873.1	0	0.00240495289533543	0	0	0	0	0
KAZN-AS1	0	0	0.000462367672832132	0	0	0	0
